left_right_vel;for_back_vel;up_down_vel;yaw_vel;target_x;target_side_len;target_y
0.0;0.425;0.25;0.0;0.5083333333333333;0.13125;0.37777777777777777
0.0;0.375;0.925;0.0;0.5489583333333333;0.15729166666666666;0.10416666666666667
-0.475;0.625;-0.3;-0.3;0.959375;0.07916666666666666;0.6416666666666667
0.0;0.0;0.175;0.0;0.47604166666666664;0.2375;0.4097222222222222
0.175;-0.65;0.4;0.175;0.35104166666666664;0.43333333333333335;0.33611111111111114
0.0;0.3;0.175;0.0;0.48541666666666666;0.15729166666666666;0.425
0.0;0.0;0.0;0.0;0.5666666666666667;0.2625;0.5013888888888889
0.0;-0.325;0.225;0.0;0.4427083333333333;0.25;0.39305555555555555
0.175;-0.875;-1.0;0.0;0.41458333333333336;0.39895833333333336;0.7319444444444444
0.325;0.325;0.175;0.2;0.178125;0.15625;0.4513888888888889
0.325;0.0;0.175;0.225;0.159375;0.25625;0.4152777777777778
0.0;0.7;0.475;0.0;0.553125;0.12916666666666668;0.3
0.0;-1.0;0.0;0.0;0.5677083333333334;0.5979166666666667;0.5277777777777778
-0.3;-0.225;0.175;-0.2;0.78125;0.32083333333333336;0.45
0.325;-0.275;-0.5;0.225;0.1625;0.31979166666666664;0.7208333333333333
0.0;0.0;0.175;0.0;0.4739583333333333;0.234375;0.425
-0.525;0.0;0.0;-0.35;1.0;0.25;0.5027777777777778
0.0;0.0;0.175;0.0;0.5635416666666667;0.228125;0.4583333333333333
0.25;0.6;0.525;0.175;0.21979166666666666;0.14791666666666667;0.225
0.35;0.35;-0.55;0.225;0.16458333333333333;0.15625;0.75
0.175;-0.175;-0.175;0.0;0.38125;0.278125;0.5944444444444444
0.375;0.175;-0.175;0.25;0.13229166666666667;0.22916666666666666;0.5722222222222222
0.0;0.175;0.175;0.0;0.4822916666666667;0.20729166666666668;0.4263888888888889
0.2;0.0;0.775;0.175;0.31666666666666665;0.25;0.16666666666666666
0.175;0.0;-0.4;0.175;0.2760416666666667;0.24583333333333332;0.7041666666666667
-0.225;-0.35;-0.175;-0.175;0.7020833333333333;0.34791666666666665;0.5708333333333333
0.0;-0.25;0.0;0.0;0.44375;0.30104166666666665;0.5041666666666667
-0.175;0.0;0.175;0.0;0.56875;0.23541666666666666;0.4152777777777778
0.45;-0.275;0.0;0.3;0.057291666666666664;0.25;0.5097222222222222
0.2;0.175;-0.8;0.175;0.30416666666666664;0.20208333333333334;0.8638888888888889
0.25;0.7;0.475;0.175;0.25;0.13020833333333334;0.2763888888888889
-0.175;0.175;0.175;0.0;0.571875;0.21041666666666667;0.45416666666666666
0.0;0.0;-0.175;0.0;0.5104166666666666;0.24895833333333334;0.5402777777777777
0.0;0.0;0.0;0.0;0.5354166666666667;0.24895833333333334;0.5
0.0;0.0;0.0;0.0;0.5552083333333333;0.2635416666666667;0.5194444444444445
0.0;0.0;0.0;0.0;0.56875;0.2625;0.5166666666666667
0.3;0.35;0.275;0.2;0.19479166666666667;0.159375;0.375
-0.175;0.3;0.525;0.0;0.5708333333333333;0.16666666666666666;0.2611111111111111
0.3;0.175;-0.5;0.2;0.18854166666666666;0.22708333333333333;0.7375
-0.175;-0.2;-0.225;0.0;0.5791666666666667;0.30833333333333335;0.6055555555555555
0.0;0.0;-0.4;0.0;0.46458333333333335;0.23541666666666666;0.6819444444444445
-0.175;0.0;0.175;0.0;0.578125;0.25;0.4263888888888889
-0.175;0.5;0.225;0.0;0.5875;0.10625;0.38333333333333336
-0.325;0.0;-0.55;-0.225;0.8666666666666667;0.26145833333333335;0.7902777777777777
0.425;-0.325;0.9;0.275;0.07395833333333333;0.25;0.09027777777777778
0.0;0.0;0.175;0.0;0.528125;0.23958333333333334;0.45416666666666666
0.175;-0.175;0.0;0.0;0.42916666666666664;0.28958333333333336;0.4722222222222222
-0.175;0.45;0.3;0.0;0.5697916666666667;0.12291666666666666;0.35694444444444445
0.175;-0.3;0.7;0.0;0.35;0.32395833333333335;0.2152777777777778
0.45;0.0;0.825;0.3;0.06770833333333333;0.25;0.14583333333333334
0.2;0.175;-0.175;0.175;0.259375;0.221875;0.5527777777777778
-0.25;0.225;0.175;-0.175;0.7895833333333333;0.18958333333333333;0.45555555555555555
0.4;0.3;0.25;0.275;0.13645833333333332;0.16354166666666667;0.36527777777777776
0.0;0.0;-0.65;0.0;0.53125;0.259375;0.7916666666666666
-0.2;0.0;-0.175;-0.175;0.6927083333333334;0.23958333333333334;0.5125
-0.425;0.45;-0.25;-0.275;0.9177083333333333;0.12708333333333333;0.6208333333333333
0.0;0.175;0.175;0.0;0.546875;0.19791666666666666;0.425
0.0;0.175;0.0;0.0;0.540625;0.23125;0.525
-0.175;-0.8;-0.325;-0.175;0.6822916666666666;0.46979166666666666;0.6347222222222222
0.45;0.55;-0.375;0.3;0.051041666666666666;0.09895833333333333;0.6611111111111111
0.0;0.0;0.175;0.0;0.5229166666666667;0.25833333333333336;0.46111111111111114
-0.175;0.0;-0.175;-0.175;0.7270833333333333;0.26458333333333334;0.5513888888888889
0.0;0.175;0.175;0.0;0.46041666666666664;0.20208333333333334;0.44722222222222224
0.0;0.0;1.0;0.0;0.47604166666666664;0.25;0.0
0.0;0.0;0.175;0.0;0.46979166666666666;0.25;0.4583333333333333
0.175;-0.175;0.175;0.175;0.403125;0.2708333333333333;0.36666666666666664
0.175;-0.25;0.0;0.175;0.384375;0.32083333333333336;0.4986111111111111
0.325;0.0;1.0;0.2;0.22604166666666667;0.25;0.0
0.225;-0.175;-0.375;0.175;0.2864583333333333;0.2916666666666667;0.6875
0.175;0.25;0.0;0.175;0.36770833333333336;0.17291666666666666;0.4652777777777778
-0.175;0.175;-0.45;0.0;0.609375;0.20833333333333334;0.7430555555555556
0.275;-0.175;0.675;0.175;0.2375;0.30416666666666664;0.2152777777777778
0.3;0.175;-0.725;0.2;0.19479166666666667;0.23125;0.8444444444444444
0.0;-0.25;0.275;0.0;0.55;0.25;0.36527777777777776
-0.175;0.225;-0.65;0.0;0.5989583333333334;0.19270833333333334;0.7763888888888889
0.175;0.5;0.95;0.0;0.41458333333333336;0.12395833333333334;0.08194444444444444
0.0;-0.3;-0.925;0.0;0.5583333333333333;0.25;0.9194444444444444
0.175;0.625;0.175;0.175;0.340625;0.08229166666666667;0.4305555555555556
-0.3;0.0;0.2;-0.2;0.796875;0.24375;0.4111111111111111
0.175;-0.325;-0.2;0.175;0.3885416666666667;0.321875;0.5972222222222222
-0.225;0.325;0.6;-0.175;0.7177083333333333;0.15;0.2569444444444444
0.0;0.175;0.0;0.0;0.5447916666666667;0.22604166666666667;0.5152777777777777
0.0;0.175;0.175;0.0;0.5416666666666666;0.20416666666666666;0.4236111111111111
-0.225;-0.175;-0.45;-0.175;0.715625;0.28020833333333334;0.6097222222222223
0.175;0.325;0.175;0.175;0.34375;0.16145833333333334;0.4625
0.0;-0.675;0.0;0.0;0.553125;0.4510416666666667;0.5138888888888888
0.0;0.175;0.0;0.0;0.47291666666666665;0.20729166666666668;0.49166666666666664
0.325;-0.275;-0.175;0.225;0.14166666666666666;0.2833333333333333;0.5625
-0.175;-0.825;-0.375;-0.175;0.659375;0.490625;0.6625
0.0;0.625;-0.175;0.0;0.428125;0.084375;0.5638888888888889
0.45;0.45;-0.175;0.3;0.065625;0.12916666666666668;0.5791666666666667
0.0;0.275;-0.375;0.0;0.5229166666666667;0.17708333333333334;0.6666666666666666
0.45;0.475;-0.175;0.3;0.0625;0.121875;0.5555555555555556
0.0;-0.725;0.275;0.0;0.46979166666666666;0.45208333333333334;0.3861111111111111
0.0;0.0;0.175;0.0;0.5614583333333333;0.25104166666666666;0.4597222222222222
0.0;0.175;0.0;0.0;0.47604166666666664;0.19583333333333333;0.4722222222222222
0.0;0.0;0.175;0.0;0.46145833333333336;0.24166666666666667;0.41805555555555557
0.0;0.3;0.0;0.0;0.5364583333333334;0.171875;0.5333333333333333
0.325;0.0;0.4;0.2;0.18125;0.25;0.3194444444444444
-0.325;-0.175;0.3;-0.2;0.8010416666666667;0.2708333333333333;0.3277777777777778
0.0;0.3;-0.175;0.0;0.4864583333333333;0.17291666666666666;0.5930555555555556
0.325;-0.3;0.175;0.225;0.28541666666666665;0.296875;0.45
0.0;0.0;0.175;0.0;0.484375;0.2520833333333333;0.40555555555555556
0.0;0.275;0.175;0.0;0.5489583333333333;0.17604166666666668;0.45
0.0;-0.375;0.175;0.0;0.4625;0.35104166666666664;0.4625
0.0;0.45;-0.925;0.0;0.5489583333333333;0.11458333333333333;0.9208333333333333
0.0;0.25;0.0;0.0;0.5145833333333333;0.18020833333333333;0.4777777777777778
-0.175;-1.0;-0.175;-0.175;0.5927083333333333;0.6114583333333333;0.5736111111111111
0.0;0.0;0.0;0.0;0.4375;0.23125;0.5111111111111111
0.0;-0.2;-0.225;0.0;0.54375;0.3072916666666667;0.6111111111111112
0.0;0.225;-0.775;0.0;0.46875;0.178125;0.8486111111111111
0.0;0.5;0.475;0.0;0.49583333333333335;0.12083333333333333;0.2833333333333333
0.275;0.45;0.425;0.175;0.240625;0.13125;0.2986111111111111
0.0;0.925;0.175;0.0;0.43333333333333335;0.09375;0.3861111111111111
0.425;0.375;0.175;0.275;0.08541666666666667;0.159375;0.4152777777777778
0.0;0.4;0.25;0.0;0.5177083333333333;0.14479166666666668;0.39305555555555555
0.0;0.0;0.525;0.0;0.5052083333333334;0.240625;0.24305555555555555
0.0;-0.175;0.35;0.0;0.5270833333333333;0.2791666666666667;0.31805555555555554
-0.25;0.0;-0.5;-0.175;0.7333333333333333;0.23333333333333334;0.7375
-0.175;0.775;-0.8;-0.175;0.6572916666666667;0.11875;0.9194444444444444
0.6;0.2;0.75;0.4;0.10833333333333334;0.21354166666666666;0.17777777777777778
0.175;-0.7;0.275;0.175;0.471875;0.36875;0.2513888888888889
-0.175;0.4;0.4;-0.175;0.6677083333333333;0.1375;0.3263888888888889
0.0;0.0;0.0;0.0;0.5427083333333333;0.240625;0.48194444444444445
0.175;-0.175;0.675;0.0;0.41875;0.29583333333333334;0.19722222222222222
-0.175;0.475;0.45;0.0;0.5979166666666667;0.121875;0.29583333333333334
0.2;0.0;0.3;0.175;0.28229166666666666;0.25;0.35694444444444445
-0.375;0.0;0.2;-0.25;0.8677083333333333;0.2635416666666667;0.39444444444444443
0.0;-0.25;-0.175;0.0;0.41770833333333335;0.37083333333333335;0.5930555555555556
-0.325;0.0;0.2;-0.2;0.8104166666666667;0.23541666666666666;0.4097222222222222
-0.35;0.0;0.0;-0.225;0.8416666666666667;0.24583333333333332;0.46805555555555556
-0.175;0.175;0.8;0.0;0.5208333333333334;0.24479166666666666;0.1625
0.0;-0.225;0.3;0.0;0.496875;0.321875;0.3611111111111111
0.0;0.175;0.475;0.0;0.534375;0.20520833333333333;0.3194444444444444
0.175;0.0;-0.4;0.175;0.3104166666666667;0.271875;0.7277777777777777
0.0;0.175;0.175;0.0;0.475;0.22291666666666668;0.4444444444444444
0.25;0.175;-0.225;0.175;0.23645833333333333;0.21979166666666666;0.5986111111111111
0.375;0.0;-0.5;0.25;0.15625;0.253125;0.6638888888888889
0.0;-0.95;0.0;0.0;0.49166666666666664;0.5197916666666667;0.5416666666666666
0.175;0.5;-0.175;0.175;0.303125;0.16458333333333333;0.55
0.0;0.0;0.2;0.0;0.53125;0.2375;0.40694444444444444
0.2;-0.175;0.35;0.175;0.2864583333333333;0.2916666666666667;0.30277777777777776
0.0;-0.5;0.0;0.0;0.4635416666666667;0.4125;0.4888888888888889
-0.175;-0.6;-0.5;-0.175;0.6791666666666667;0.4166666666666667;0.7208333333333333
0.325;-0.175;-0.65;0.225;0.21770833333333334;0.259375;0.8152777777777778
-0.225;0.0;0.0;-0.175;0.7208333333333333;0.26666666666666666;0.4777777777777778
0.0;-0.7;-0.175;0.0;0.5010416666666667;0.428125;0.5375
-0.175;0.55;-0.175;-0.175;0.6697916666666667;0.10416666666666667;0.5333333333333333
0.175;0.3;-0.475;0.175;0.2916666666666667;0.17083333333333334;0.7444444444444445
0.175;0.0;0.325;0.0;0.4375;0.221875;0.33055555555555555
0.175;-0.175;-0.65;0.175;0.30625;0.27395833333333336;0.7708333333333334
-0.175;-0.625;-0.5;-0.175;0.6739583333333333;0.434375;0.7097222222222223
0.0;-0.2;0.425;0.0;0.46458333333333335;0.28020833333333334;0.3277777777777778
-0.3;0.0;-0.55;-0.2;0.7697916666666667;0.23541666666666666;0.7458333333333333
0.0;-1.0;0.175;0.0;0.4708333333333333;0.5760416666666667;0.4513888888888889
0.225;0.25;0.3;0.175;0.26875;0.17083333333333334;0.35
-0.175;0.225;-0.55;-0.175;0.721875;0.17708333333333334;0.7486111111111111
0.225;0.0;-1.0;0.175;0.29583333333333334;0.25;1.0
0.25;-0.175;-0.775;0.175;0.26145833333333335;0.28854166666666664;0.8069444444444445
0.275;-0.35;0.575;0.175;0.240625;0.375;0.2611111111111111
0.0;0.45;0.325;0.0;0.559375;0.121875;0.3486111111111111
0.175;-0.825;-0.375;0.175;0.34479166666666666;0.484375;0.6638888888888889
0.425;0.275;0.175;0.275;0.08541666666666667;0.16666666666666666;0.42777777777777776
-0.45;0.425;0.5;-0.3;0.9260416666666667;0.14583333333333334;0.2652777777777778
0.0;0.625;0.275;0.0;0.5677083333333334;0.08541666666666667;0.37916666666666665
0.0;0.0;0.6;0.0;0.4166666666666667;0.2520833333333333;0.22083333333333333
-0.175;-0.35;0.5;-0.175;0.74375;0.32916666666666666;0.3055555555555556
-0.5;0.9;0.9;-0.325;0.8010416666666667;0.08645833333333333;0.2388888888888889
0.0;-0.175;0.25;0.0;0.5354166666666667;0.28229166666666666;0.35833333333333334
0.0;0.0;0.25;0.0;0.4510416666666667;0.259375;0.39444444444444443
0.0;-0.375;0.475;0.0;0.4625;0.32708333333333334;0.24444444444444444
-0.6;0.0;1.0;-0.4;1.0;0.25;0.009722222222222222
0.175;0.0;0.25;0.0;0.41875;0.25;0.3902777777777778
-0.45;0.475;-0.275;-0.3;0.9333333333333333;0.12395833333333334;0.625
-0.3;-0.225;-0.4;-0.2;0.7583333333333333;0.325;0.6777777777777778
0.6;0.225;0.175;0.4;0.10625;0.2125;0.2722222222222222
0.25;-0.9;0.0;0.175;0.2833333333333333;0.46770833333333334;0.4263888888888889
0.0;0.0;-0.75;0.0;0.446875;0.265625;0.8180555555555555
0.0;0.0;0.0;0.0;0.48333333333333334;0.24479166666666666;0.4652777777777778
0.0;0.0;0.0;0.0;0.5572916666666666;0.23645833333333333;0.5111111111111111
0.0;0.0;0.25;0.0;0.45416666666666666;0.23229166666666667;0.375
0.0;0.0;0.375;0.0;0.48020833333333335;0.24479166666666666;0.32083333333333336
0.525;0.0;-0.35;0.35;0.0;0.25;0.675
0.175;0.0;0.0;0.0;0.45729166666666665;0.28229166666666666;0.5
0.0;-1.0;0.175;0.0;0.4552083333333333;0.5395833333333333;0.45555555555555555
0.325;0.4;-0.375;0.2;0.18125;0.12708333333333333;0.6694444444444444
-0.275;0.175;-0.4;-0.175;0.7677083333333333;0.20625;0.6652777777777777
-0.375;0.0;-0.275;-0.25;0.8885416666666667;0.21666666666666667;0.625
0.0;0.175;0.0;0.0;0.5479166666666667;0.21458333333333332;0.46111111111111114
-0.375;0.175;-0.8;-0.25;0.8916666666666667;0.18958333333333333;0.8458333333333333
-0.25;0.7;0.175;-0.175;0.7802083333333333;0.13333333333333333;0.4236111111111111
0.175;0.0;0.0;0.175;0.38229166666666664;0.24583333333333332;0.4986111111111111
0.175;0.325;-0.175;0.175;0.3625;0.16145833333333334;0.525
0.0;0.325;0.6;0.0;0.46979166666666666;0.19479166666666667;0.13472222222222222
-0.6;0.175;-0.575;-0.4;1.0;0.25;0.7430555555555556
0.0;0.625;-0.55;0.0;0.48020833333333335;0.075;0.7472222222222222
0.4;0.325;0.225;0.25;0.12916666666666668;0.15416666666666667;0.3875
0.0;0.0;0.0;0.0;0.534375;0.23229166666666667;0.5152777777777777
0.0;0.175;-0.425;0.0;0.4625;0.22083333333333333;0.7375
0.0;-0.25;0.175;0.0;0.565625;0.32395833333333335;0.4583333333333333
0.175;0.225;-0.225;0.0;0.428125;0.18333333333333332;0.6013888888888889
0.175;0.35;0.0;0.0;0.40208333333333335;0.15729166666666666;0.475
0.175;-0.175;0.0;0.0;0.41875;0.28125;0.4722222222222222
0.3;-0.175;0.0;0.2;0.2375;0.2875;0.5930555555555556
0.525;0.0;-0.35;0.35;0.0;0.25;0.6555555555555556
0.0;0.0;1.0;0.0;0.5104166666666666;0.25;0.0
0.0;-1.0;0.175;0.0;0.503125;0.5083333333333333;0.3597222222222222
0.0;0.3;-0.175;0.0;0.44375;0.16666666666666666;0.5388888888888889
0.0;0.425;0.475;0.0;0.49270833333333336;0.12916666666666668;0.28888888888888886
-0.4;0.175;-0.575;-0.275;0.890625;0.21770833333333334;0.7513888888888889
0.0;0.625;-0.475;0.0;0.48125;0.07916666666666666;0.7152777777777778
0.175;-0.3;0.175;0.175;0.3614583333333333;0.334375;0.4236111111111111
-0.175;-0.55;-0.55;0.0;0.56875;0.37604166666666666;0.6708333333333333
0.325;-0.175;-0.2;0.2;0.2125;0.28854166666666664;0.5555555555555556
-0.6;-0.175;0.175;-0.4;0.6822916666666666;0.2833333333333333;0.27361111111111114
-0.175;0.0;-0.6;-0.175;0.64375;0.246875;0.7819444444444444
0.0;0.0;0.0;0.0;0.5375;0.2520833333333333;0.49583333333333335
0.0;0.0;-0.65;0.0;0.5458333333333333;0.23645833333333333;0.7777777777777778
-0.175;0.2;-0.275;-0.175;0.6708333333333333;0.196875;0.6236111111111111
0.0;0.0;0.0;0.0;0.534375;0.25625;0.5083333333333333
0.0;0.275;0.2;0.0;0.4375;0.2;0.39861111111111114
0.225;0.175;0.175;0.175;0.271875;0.22708333333333333;0.43333333333333335
0.0;0.0;0.175;0.0;0.5583333333333333;0.22604166666666667;0.4597222222222222
0.0;0.0;0.225;0.0;0.44583333333333336;0.25;0.3958333333333333
0.175;0.175;-0.375;0.175;0.4270833333333333;0.21354166666666666;0.6569444444444444
0.0;-1.0;0.225;0.0;0.4583333333333333;0.528125;0.38472222222222224
0.0;0.0;-0.7;0.0;0.44375;0.2677083333333333;0.7944444444444444
-0.425;0.0;-0.85;-0.275;0.9145833333333333;0.25;0.875
0.0;0.4;0.65;0.0;0.4822916666666667;0.13854166666666667;0.23472222222222222
-0.35;0.425;0.325;-0.225;0.8364583333333333;0.12604166666666666;0.34305555555555556
0.0;0.0;0.175;0.0;0.54375;0.240625;0.4583333333333333
0.0;0.0;0.175;0.0;0.5197916666666667;0.23645833333333333;0.44722222222222224
0.0;0.175;0.175;0.0;0.559375;0.22916666666666666;0.46111111111111114
0.0;-0.175;-0.5;0.0;0.428125;0.2760416666666667;0.6611111111111111
0.0;-0.175;-0.175;0.0;0.44479166666666664;0.28854166666666664;0.5402777777777777
0.4;0.0;1.0;0.25;0.11041666666666666;0.25;0.02361111111111111
-0.4;0.2;0.175;-0.25;0.8989583333333333;0.18541666666666667;0.4083333333333333
0.0;0.0;0.0;0.0;0.5270833333333333;0.24895833333333334;0.49444444444444446
0.0;0.0;0.175;0.0;0.5604166666666667;0.23229166666666667;0.4625
0.4;0.0;0.975;0.275;0.10104166666666667;0.25;0.08333333333333333
-0.2;0.175;0.4;-0.175;0.715625;0.21145833333333333;0.3763888888888889
-0.425;-0.3;0.0;-0.275;0.834375;0.32395833333333335;0.525
0.0;0.0;0.175;0.0;0.46979166666666666;0.23645833333333333;0.43472222222222223
0.3;-0.175;0.0;0.2;0.22291666666666668;0.2875;0.4777777777777778
0.0;0.45;0.175;0.0;0.5364583333333334;0.13125;0.45
0.0;0.175;0.2;0.0;0.5447916666666667;0.23229166666666667;0.4083333333333333
-0.175;-0.175;-0.475;0.0;0.571875;0.2875;0.7138888888888889
